# PWV uflux gflux rflux iflux zflux yflux
1.100000000000000000e+01 2.523331179313710592e+18 6.588193792305015194e+19 1.542633652892291891e+20 2.067919505376361841e+20 1.824659542974837228e+20 9.474224159584431309e+19
1.150000000000000000e+01 2.523330409498307072e+18 6.588096728260465459e+19 1.542386624252449587e+20 2.065907362373375099e+20 1.821121674802949325e+20 9.414882354987773133e+19
1.200000000000000000e+01 2.523329639714593280e+18 6.587999700319518720e+19 1.542140479585842954e+20 2.063924412933970985e+20 1.817660967490414838e+20 9.357374160933044224e+19
1.250000000000000000e+01 2.523328869962567680e+18 6.587902708441640141e+19 1.541895209151106580e+20 2.061969375665101210e+20 1.814273324937199288e+20 9.301586894236827648e+19
1.300000000000000000e+01 2.523328100242227712e+18 6.587805752586366157e+19 1.541650803386506936e+20 2.060041064590836040e+20 1.810954995377412506e+20 9.247418534698609869e+19
1.350000000000000000e+01 2.523327330553571328e+18 6.587708832713301197e+19 1.541407252905517056e+20 2.058138379472399892e+20 1.807702532290537390e+20 9.194776368199621018e+19
1.400000000000000000e+01 2.523326560896595456e+18 6.587611948782125056e+19 1.541164548492519997e+20 2.056260297331953828e+20 1.804512760831550095e+20 9.143575844585545728e+19
1.450000000000000000e+01 2.523325791271298048e+18 6.587515100752581427e+19 1.540922681098633871e+20 2.054405865007570944e+20 1.801382748859794391e+20 9.093739610038588211e+19
1.500000000000000000e+01 2.523325021677676544e+18 6.587418288584490189e+19 1.540681641837661061e+20 2.052574192594271273e+20 1.798309781821382001e+20 9.045196682320614195e+19
1.550000000000000000e+01 2.523324252115729408e+18 6.587321512237737574e+19 1.540441421982153769e+20 2.050764447648697221e+20 1.795291340877790577e+20 8.997881743850250240e+19
1.600000000000000000e+01 2.523323482585454080e+18 6.587224771672281088e+19 1.540202012959595233e+20 2.048975850053847941e+20 1.792325083782768886e+20 8.951734532619716198e+19
1.650000000000000000e+01 2.523322713086847488e+18 6.587128066848149504e+19 1.539963406348683510e+20 2.047207667456038994e+20 1.789408828097119846e+20 8.906699314859111219e+19
1.700000000000000000e+01 2.523321943619906560e+18 6.587031397725434675e+19 1.539725593875730924e+20 2.045459211199340216e+20 1.786540536401226629e+20 8.862724426401482342e+19
1.750000000000000000e+01 2.523321174184630784e+18 6.586934764264307098e+19 1.539488567411159859e+20 2.043729832693745254e+20 1.783718303222021489e+20 8.819761872099095347e+19
1.800000000000000000e+01 2.523320404781018112e+18 6.586838166425000346e+19 1.539252318966099804e+20 2.042018920162537308e+20 1.780940343437306757e+20 8.777766974542882406e+19
1.850000000000000000e+01 2.523319635409062912e+18 6.586741604167819264e+19 1.539016840689082696e+20 2.040325895722078372e+20 1.778204981958095667e+20 8.736698064856054170e+19
1.900000000000000000e+01 2.523318866068765696e+18 6.586645077453139149e+19 1.538782124862827397e+20 2.038650212753778606e+20 1.775510644520652636e+20 8.696516209554890752e+19
1.950000000000000000e+01 2.523318096760123392e+18 6.586548586241397555e+19 1.538548163901121167e+20 2.036991353533547479e+20 1.772855849445510676e+20 8.657184968458890445e+19
