# PWV uflux gflux rflux iflux zflux yflux
0.000000000000000000e+00 2.523348123275107840e+18 6.590338418445291520e+19 1.548314252199908475e+20 2.124837015975284572e+20 1.943332862980267377e+20 1.217406693731980083e+20
5.000000000000000000e-01 2.523347352761911296e+18 6.590240549720867635e+19 1.548044882069405041e+20 2.121331846108229140e+20 1.933906263180477071e+20 1.179852396767024906e+20
1.000000000000000000e+00 2.523346582280457728e+18 6.590142718010041958e+19 1.547776666589153526e+20 2.117977211576841339e+20 1.925519166220913213e+20 1.154068448369964319e+20
1.500000000000000000e+00 2.523345811830744064e+18 6.590044923270683853e+19 1.547509590620113797e+20 2.114756660185593610e+20 1.917835433674125476e+20 1.133364072780655821e+20
2.000000000000000000e+00 2.523345041412768768e+18 6.589947165460733133e+19 1.547243639343656141e+20 2.111656164397394821e+20 1.910699285940836106e+20 1.115667418388080230e+20
2.500000000000000000e+00 2.523344271026529792e+18 6.589849444538209075e+19 1.546978798252862996e+20 2.108663710507523113e+20 1.904012982014294426e+20 1.100033858244009820e+20
3.000000000000000000e+00 2.523343500672022528e+18 6.589751760461201408e+19 1.546715053144100700e+20 2.105768963201842217e+20 1.897707103764198851e+20 1.085936016555128259e+20
3.500000000000000000e+00 2.523342730349247488e+18 6.589654113187872768e+19 1.546452390108852060e+20 2.102962990945034895e+20 1.891729124998941245e+20 1.073042428050477056e+20
4.000000000000000000e+00 2.523341960058201088e+18 6.589556502676461158e+19 1.546190795525801902e+20 2.100238040553953034e+20 1.886037757107832422e+20 1.061127832411373240e+20
4.500000000000000000e+00 2.523341189798880256e+18 6.589458928885276672e+19 1.545930256053170340e+20 2.097587351624257044e+20 1.880599699592543928e+20 1.050030396635648000e+20
5.000000000000000000e+00 2.523340419571283456e+18 6.589361391772708864e+19 1.545670758621280666e+20 2.095005003319854367e+20 1.875387581280338903e+20 1.039628929067136123e+20
5.500000000000000000e+00 2.523339649375408640e+18 6.589263891297210368e+19 1.545412290425352684e+20 2.092485787502372454e+20 1.870378566971690844e+20 1.029829712117900411e+20
6.000000000000000000e+00 2.523338879211251712e+18 6.589166427417314099e+19 1.545154838918521160e+20 2.090025103349337293e+20 1.865553370123069358e+20 1.020558398803663258e+20
6.500000000000000000e+00 2.523338109078811648e+18 6.589069000091622605e+19 1.544898391805064970e+20 2.087618869546066575e+20 1.860895529655093494e+20 1.011754769317097636e+20
7.000000000000000000e+00 2.523337338978086400e+18 6.588971609278811341e+19 1.544642937033845637e+20 2.085263450885832376e+20 1.856390866827151278e+20 1.003369197121616773e+20
7.500000000000000000e+00 2.523336568909073408e+18 6.588874254937627853e+19 1.544388462791938540e+20 2.082955596713675325e+20 1.852027069249220116e+20 9.953601855600217293e+19
8.000000000000000000e+00 2.523335798871769088e+18 6.588776937026899968e+19 1.544134957498468598e+20 2.080692389131789271e+20 1.847793367107542385e+20 9.876926013461741568e+19
8.500000000000000000e+00 2.523335028866172416e+18 6.588679655505509581e+19 1.543882409798617334e+20 2.078471199272471101e+20 1.843680277715663585e+20 9.803363768244948173e+19
9.000000000000000000e+00 2.523334258892279808e+18 6.588582410332431974e+19 1.543630808557822607e+20 2.076289650257269883e+20 1.839679401582274150e+20 9.732655365176793498e+19
9.500000000000000000e+00 2.523333488950090752e+18 6.588485201466697318e+19 1.543380142856149074e+20 2.074145585713403003e+20 1.835783257897870295e+20 9.664574535263340134e+19
1.000000000000000000e+01 2.523332719039600640e+18 6.588388028867418522e+19 1.543130401982822482e+20 2.072037042922545480e+20 1.831985150568933622e+20 9.598922723442055578e+19
1.050000000000000000e+01 2.523331949160808448e+18 6.588290892493773210e+19 1.542881575430932398e+20 2.069962229842486886e+20 1.828279058191507128e+20 9.535524544435639091e+19
