# PWV uflux gflux rflux iflux zflux yflux
0.000000000000000000e+00 5.493680650172785920e+17 1.266801519126750208e+19 3.068979075555978854e+19 7.674266439489098547e+19 9.103378849043993395e+19 6.437123959058722816e+19
5.000000000000000000e-01 5.493678938137790080e+17 1.266781994709006950e+19 3.068402986985933619e+19 7.661815598874499482e+19 9.055838349393870848e+19 6.243035699473692262e+19
1.000000000000000000e+00 5.493677226172054400e+17 1.266762477627640627e+19 3.067829650126613709e+19 7.649923601902852506e+19 9.013835237209453363e+19 6.109358330620785459e+19
1.500000000000000000e+00 5.493675514275571840e+17 1.266742967874357043e+19 3.067259025903044198e+19 7.638526347850050765e+19 8.975475051758152909e+19 6.001819280456074035e+19
2.000000000000000000e+00 5.493673802448339200e+17 1.266723465440876339e+19 3.066691076102551142e+19 7.627569599426728755e+19 8.939914782063968256e+19 5.909789308123767603e+19
2.500000000000000000e+00 5.493672090690350080e+17 1.266703970318933811e+19 3.066125763350950298e+19 7.617007247128874189e+19 8.906638233101151437e+19 5.828416216208957440e+19
3.000000000000000000e+00 5.493670379001598720e+17 1.266684482500278272e+19 3.065563051089460429e+19 7.606799902506501734e+19 8.875284320491161190e+19 5.754987450239600230e+19
3.500000000000000000e+00 5.493668667382080640e+17 1.266665001976673894e+19 3.065002903552364544e+19 7.596913755118798438e+19 8.845582555722833920e+19 5.687795816810017587e+19
4.000000000000000000e+00 5.493666955831791360e+17 1.266645528739899802e+19 3.064445285745339597e+19 7.587319641274386022e+19 8.817321790145889894e+19 5.625679645677189530e+19
4.500000000000000000e+00 5.493665244350725120e+17 1.266626062781748634e+19 3.063890163424486195e+19 7.577992283203928064e+19 8.790332572612313088e+19 5.567803392792600576e+19
5.000000000000000000e+00 5.493663532938876800e+17 1.266606604094027571e+19 3.063337503075989094e+19 7.568909665668925030e+19 8.764476137652445184e+19 5.513540695238467584e+19
5.500000000000000000e+00 5.493661821596242560e+17 1.266587152668557312e+19 3.062787271896415027e+19 7.560052523637787853e+19 8.739637042246633062e+19 5.462406739737880986e+19
6.000000000000000000e+00 5.493660110322814720e+17 1.266567708497175757e+19 3.062239437773614694e+19 7.551403919922465997e+19 8.715717998101091123e+19 5.414016606545612800e+19
6.500000000000000000e+00 5.493658399118589440e+17 1.266548271571731661e+19 3.061693969268219904e+19 7.542948895852262195e+19 8.692636115067989197e+19 5.368058293222929203e+19
7.000000000000000000e+00 5.493656687983562880e+17 1.266528841884090778e+19 3.061150835595692442e+19 7.534674181391363277e+19 8.670320096981146010e+19 5.324274518750460314e+19
7.500000000000000000e+00 5.493654976917727360e+17 1.266509419426131558e+19 3.060610006608941056e+19 7.526567953761068646e+19 8.648708104376603443e+19 5.282450029712038298e+19
8.000000000000000000e+00 5.493653265921080960e+17 1.266490004189747405e+19 3.060071452781454541e+19 7.518619635746429338e+19 8.627746097600426803e+19 5.242402490689259110e+19
8.500000000000000000e+00 5.493651554993614720e+17 1.266470596166844826e+19 3.059535145190953779e+19 7.510819726560803226e+19 8.607386533841538253e+19 5.203975787280242278e+19
9.000000000000000000e+00 5.493649844135326720e+17 1.266451195349346099e+19 3.059001055503537766e+19 7.503159659498225664e+19 8.587587329765575885e+19 5.167034999266484224e+19
9.500000000000000000e+00 5.493648133346211200e+17 1.266431801729186611e+19 3.058469155958314598e+19 7.495631681691013939e+19 8.568311026577178624e+19 5.131462558332215296e+19
1.000000000000000000e+01 5.493646422626261120e+17 1.266412415298316083e+19 3.057939419352482202e+19 7.488228752164057907e+19 8.549524111434175283e+19 5.097155263948859802e+19
1.050000000000000000e+01 5.493644711975472640e+17 1.266393036048698778e+19 3.057411819026879693e+19 7.480944455080442266e+19 8.531196461046898688e+19 5.064021932731052851e+19
1.100000000000000000e+01 5.493643001393841280e+17 1.266373663972311245e+19 3.056886328851949158e+19 7.473772925640220672e+19 8.513300881765724979e+19 5.031981523267743744e+19
1.150000000000000000e+01 5.493641290881361920e+17 1.266354299061146010e+19 3.056362923214134886e+19 7.466708786552361779e+19 8.495812726587736064e+19 5.000961623211156275e+19
1.200000000000000000e+01 5.493639580438028160e+17 1.266334941307209728e+19 3.055841577002674995e+19 7.459747093370804634e+19 8.478709574014314086e+19 4.970897216104975565e+19
1.250000000000000000e+01 5.493637870063834880e+17 1.266315590702520934e+19 3.055322265596796928e+19 7.452883287286477619e+19 8.461970957040664576e+19 4.941729666877648896e+19
1.300000000000000000e+01 5.493636159758779520e+17 1.266296247239113933e+19 3.054804964853286912e+19 7.446113154211938304e+19 8.445578133079387341e+19 4.913405880163727770e+19
1.350000000000000000e+01 5.493634449522853760e+17 1.266276910909036339e+19 3.054289651094424781e+19 7.439432789194566861e+19 8.429513887538518426e+19 4.885877596611497165e+19
1.400000000000000000e+01 5.493632739356053760e+17 1.266257581704349082e+19 3.053776301096277197e+19 7.432838565357238682e+19 8.413762365247556813e+19 4.859100800382874419e+19
1.450000000000000000e+01 5.493631029258376960e+17 1.266238259617127629e+19 3.053264892077337395e+19 7.426327106698754458e+19 8.398308925066430054e+19 4.833035217018769408e+19
1.500000000000000000e+01 5.493629319229812480e+17 1.266218944639461376e+19 3.052755401687493018e+19 7.419895264195749478e+19 8.383140013903971942e+19 4.807643885321248768e+19
1.550000000000000000e+01 5.493627609270359680e+17 1.266199636763453440e+19 3.052247807997319987e+19 7.413540094738048614e+19 8.368243057074174362e+19 4.782892790301761536e+19
1.600000000000000000e+01 5.493625899380012160e+17 1.266180335981219226e+19 3.051742089487679078e+19 7.407258842503615283e+19 8.353606362474658202e+19 4.758750546849632256e+19
1.650000000000000000e+01 5.493624189558766080e+17 1.266161042284890112e+19 3.051238225039631974e+19 7.401048922440933376e+19 8.339219036515537715e+19 4.735188125791141888e+19
1.700000000000000000e+01 5.493622479806615040e+17 1.266141755666608947e+19 3.050736193924631757e+19 7.394907905577562931e+19 8.325070910083227648e+19 4.712178615583870157e+19
1.750000000000000000e+01 5.493620770123551360e+17 1.266122476118534349e+19 3.050235975795002573e+19 7.388833505916213658e+19 8.311152473111358669e+19 4.689697014130429133e+19
1.800000000000000000e+01 5.493619060509573760e+17 1.266103203632837018e+19 3.049737550674697011e+19 7.382823568714956800e+19 8.297454816564831846e+19 4.667720046179280486e+19
1.850000000000000000e+01 5.493617350964677120e+17 1.266083938201702400e+19 3.049240898950311936e+19 7.376876059977979494e+19 8.283969580833713357e+19 4.646226002566278349e+19
1.900000000000000000e+01 5.493615641488855680e+17 1.266064679817328230e+19 3.048746001362365235e+19 7.370989057008034611e+19 8.270688909690403226e+19 4.625194598183033242e+19
1.950000000000000000e+01 5.493613932082101760e+17 1.266045428471926579e+19 3.048252838996821197e+19 7.365160739892740915e+19 8.257605409092516250e+19 4.604606846070316237e+19
