# PWV uflux gflux rflux iflux zflux yflux
1.050000000000000000e+01 2.463269156100411500e+15 2.039393707268655680e+17 8.092005566085844480e+17 5.799230618695580672e+18 1.157336958406692454e+19 9.754591223581837312e+18
1.100000000000000000e+01 2.463266928745611000e+15 2.039362271376130560e+17 8.090318553013262080e+17 5.792233335309741056e+18 1.154207303903253299e+19 9.688108870797127680e+18
1.150000000000000000e+01 2.463264701482373000e+15 2.039330847054552640e+17 8.088639415863864320e+17 5.785348579186923520e+18 1.151149519263910707e+19 9.623701063070717952e+18
1.200000000000000000e+01 2.463262474310691500e+15 2.039299434291060800e+17 8.086968048316263680e+17 5.778570982190478336e+18 1.148159682124254413e+19 9.561237019527413760e+18
1.250000000000000000e+01 2.463260247230558000e+15 2.039268033072821760e+17 8.085304346266862080e+17 5.771895604795136000e+18 1.145234209530068378e+19 9.500598668724291584e+18
1.300000000000000000e+01 2.463258020241967500e+15 2.039236643387019200e+17 8.083648207771663360e+17 5.765317889409467392e+18 1.142369818251253965e+19 9.441678989592299520e+18
1.350000000000000000e+01 2.463255793344912000e+15 2.039205265220862720e+17 8.081999532989893120e+17 5.758833619981542400e+18 1.139563490857517670e+19 9.384380621646309376e+18
1.400000000000000000e+01 2.463253566539386000e+15 2.039173898561582080e+17 8.080358224129241600e+17 5.752438886906954752e+18 1.136812446570982810e+19 9.328614692658671616e+18
1.450000000000000000e+01 2.463251339825382500e+15 2.039142543396430720e+17 8.078724185392796160e+17 5.746130056428011520e+18 1.134114116102201958e+19 9.274299823433504768e+18
1.500000000000000000e+01 2.463249113202893000e+15 2.039111199712681600e+17 8.077097322927502080e+17 5.739903743850961920e+18 1.131466119826101658e+19 9.221361277926386688e+18
1.550000000000000000e+01 2.463246886671914000e+15 2.039079867497632960e+17 8.075477544774187520e+17 5.733756790021053440e+18 1.128866248772871578e+19 9.169730233500837888e+18
1.600000000000000000e+01 2.463244660232436500e+15 2.039048546738602240e+17 8.073864760819055360e+17 5.727686240587511808e+18 1.126312448003087360e+19 9.119343151142728704e+18
1.650000000000000000e+01 2.463242433884454000e+15 2.039017237422931520e+17 8.072258882746595840e+17 5.721689327666422784e+18 1.123802802011691622e+19 9.070141229355048960e+18
1.700000000000000000e+01 2.463240207627960500e+15 2.038985939537981760e+17 8.070659823993900800e+17 5.715763453571906560e+18 1.121335521866179584e+19 9.022069928507797504e+18
1.750000000000000000e+01 2.463237981462948500e+15 2.038954653071138880e+17 8.069067499706306560e+17 5.709906176337570816e+18 1.118908933833426534e+19 8.975078554825767936e+18
1.800000000000000000e+01 2.463235755389411500e+15 2.038923378009807040e+17 8.067481826694327040e+17 5.704115196792861696e+18 1.116521469289562112e+19 8.929119895111044096e+18
1.850000000000000000e+01 2.463233529407344500e+15 2.038892114341415680e+17 8.065902723391872000e+17 5.698388346994467840e+18 1.114171655739970355e+19 8.884149894829434880e+18
1.900000000000000000e+01 2.463231303516737500e+15 2.038860862053414080e+17 8.064330109815635200e+17 5.692723579842414592e+18 1.111858108803380838e+19 8.840127373425219584e+18
1.950000000000000000e+01 2.463229077717586500e+15 2.038829621133272320e+17 8.062763907525704960e+17 5.687118959735204864e+18 1.109579525036164506e+19 8.797013771730291712e+18
2.000000000000000000e+01 2.463226852009883500e+15 2.038798391568485760e+17 8.061204039587278080e+17 5.681572654139051008e+18 1.107334675491361178e+19 8.754772927151027200e+18
2.050000000000000000e+01 2.463224626393623000e+15 2.038767173346565440e+17 8.059650430533500160e+17 5.676082925963667456e+18 1.105122399922286797e+19 8.713370872986762240e+18
2.100000000000000000e+01 2.463222400868797000e+15 2.038735966455049920e+17 8.058103006329356800e+17 5.670648126651744256e+18 1.102941601553369907e+19 8.672775658786662400e+18
2.150000000000000000e+01 2.463220175435399000e+15 2.038704770881496320e+17 8.056561694336606720e+17 5.665266689901694976e+18 1.100791242351638323e+19 8.632957189110111232e+18
2.200000000000000000e+01 2.463217950093422500e+15 2.038673586613482560e+17 8.055026423279722240e+17 5.659937125953778688e+18 1.098670338741344870e+19 8.593887078437325824e+18
2.250000000000000000e+01 2.463215724842861000e+15 2.038642413638609280e+17 8.053497123212789760e+17 5.654658016378689536e+18 1.096577957711884288e+19 8.555538520296123392e+18
2.300000000000000000e+01 2.463213499683708000e+15 2.038611251944498880e+17 8.051973725487351040e+17 5.649428009315444736e+18 1.094513213275680973e+19 8.517886168938851328e+18
2.350000000000000000e+01 2.463211274615956500e+15 2.038580101518793280e+17 8.050456162721150720e+17 5.644245815111860224e+18 1.092475263238262989e+19 8.480906032129545216e+18
2.400000000000000000e+01 2.463209049639599000e+15 2.038548962349156480e+17 8.048944368767784960e+17 5.639110202326670336e+18 1.090463306247491174e+19 8.444575373792854016e+18
2.450000000000000000e+01 2.463206824754630500e+15 2.038517834423274240e+17 8.047438278687170560e+17 5.634019994057174016e+18 1.088476579092976845e+19 8.408872625438769152e+18
2.500000000000000000e+01 2.463204599961042500e+15 2.038486717728852800e+17 8.045937828716885760e+17 5.628974064560453632e+18 1.086514354230214656e+19 8.373777305415932928e+18
2.550000000000000000e+01 2.463202375258830000e+15 2.038455612253619840e+17 8.044442956244259840e+17 5.623971336139988992e+18 1.084575937506984755e+19 8.339269945164867584e+18
2.600000000000000000e+01 2.463200150647984500e+15 2.038424517985324800e+17 8.042953599779284480e+17 5.619010776272500736e+18 1.082660666072182170e+19 8.305332021744186368e+18
2.650000000000000000e+01 2.463197926128501500e+15 2.038393434911735360e+17 8.041469698928253440e+17 5.614091394952802304e+18 1.080767906449498522e+19 8.271945895990598656e+18
2.700000000000000000e+01 2.463195701700372000e+15 2.038362363020644160e+17 8.039991194368135680e+17 5.609212242236681216e+18 1.078897052760360550e+19 8.239094755748990976e+18
2.750000000000000000e+01 2.463193477363591000e+15 2.038331302299861760e+17 8.038518027821672960e+17 5.604372405964094464e+18 1.077047525082232832e+19 8.206762563674530816e+18
2.800000000000000000e+01 2.463191253118151000e+15 2.038300252737221440e+17 8.037050142033126400e+17 5.599571009646736384e+18 1.075218767929918054e+19 8.174934009165420544e+18
2.850000000000000000e+01 2.463189028964044500e+15 2.038269214320575040e+17 8.035587480744724480e+17 5.594807210505712640e+18 1.073410248848776192e+19 8.143594464034603008e+18
2.900000000000000000e+01 2.463186804901267500e+15 2.038238187037797760e+17 8.034129988673730560e+17 5.590080197646480384e+18 1.071621457109982822e+19 8.112729941571720192e+18
2.950000000000000000e+01 2.463184580929810000e+15 2.038207170876785280e+17 8.032677611490152960e+17 5.585389190359513088e+18 1.069851902498922906e+19 8.082327058684615680e+18
3.000000000000000000e+01 2.463182357049669000e+15 2.038176165825450560e+17 8.031230295795043840e+17 5.580733436536261632e+18 1.068101114188748595e+19 8.052373000842558464e+18
3.050000000000000000e+01 2.463180133260833500e+15 2.038145171871731520e+17 8.029787989099393280e+17 5.576112211191010304e+18 1.066368639691916493e+19 8.022855489572737024e+18
3.100000000000000000e+01 2.463177909563300000e+15 2.038114189003585920e+17 8.028350639803590400e+17 5.571524815080090624e+18 1.064654043883212186e+19 7.993762752287020032e+18
3.150000000000000000e+01 2.463175685957061000e+15 2.038083217208989120e+17 8.026918197177441280e+17 5.566970573410744320e+18 1.062956908088426701e+19 7.965083494238699520e+18
3.200000000000000000e+01 2.463173462442109500e+15 2.038052256475940480e+17 8.025490611340721920e+17 5.562448834632627200e+18 1.061276829233367859e+19 7.936806872428996608e+18
3.250000000000000000e+01 2.463171239018438000e+15 2.038021306792457920e+17 8.024067833244236800e+17 5.557958969305601024e+18 1.059613419048430797e+19 7.908922471300726784e+18
3.300000000000000000e+01 2.463169015686042000e+15 2.037990368146580160e+17 8.022649814651399680e+17 5.553500369037946880e+18 1.057966303324350259e+19 7.881420280072440832e+18
3.350000000000000000e+01 2.463166792444912500e+15 2.037959440526366720e+17 8.021236508120295680e+17 5.549072445489824768e+18 1.056335121215196570e+19 7.854290671580248064e+18
3.400000000000000000e+01 2.463164569295045000e+15 2.037928523919897280e+17 8.019827866986209280e+17 5.544674629437043712e+18 1.054719524585000550e+19 7.827524382507090944e+18
3.450000000000000000e+01 2.463162346236431000e+15 2.037897618315272000e+17 8.018423845344629760e+17 5.540306369890813952e+18 1.053119177394733670e+19 7.801112494890373120e+18
3.500000000000000000e+01 2.463160123269064500e+15 2.037866723700610240e+17 8.017024398034688000e+17 5.535967133269405696e+18 1.051533755126643098e+19 7.775046418808837120e+18
3.550000000000000000e+01 2.463157900392940000e+15 2.037835840064054080e+17 8.015629480623033600e+17 5.531656402618025984e+18 1.049962944243210854e+19 7.749317876158512128e+18
3.600000000000000000e+01 2.463155677608047500e+15 2.037804967393762240e+17 8.014239049388130560e+17 5.527373676873537536e+18 1.048406441678227866e+19 7.723918885435590656e+18
3.650000000000000000e+01 2.463153454914384500e+15 2.037774105677917440e+17 8.012853061304957440e+17 5.523118470170896384e+18 1.046863954357696512e+19 7.698841747451246592e+18
3.700000000000000000e+01 2.463151232311940000e+15 2.037743254904717760e+17 8.011471474030117120e+17 5.518890311188442112e+18 1.045335198748455731e+19 7.674079031910040576e+18
3.750000000000000000e+01 2.463149009800712000e+15 2.037712415062387200e+17 8.010094245887304960e+17 5.514688742529418240e+18 1.043819900432600883e+19 7.649623564789186560e+18
3.800000000000000000e+01 2.463146787380690500e+15 2.037681586139164800e+17 8.008721335853181440e+17 5.510513320137305088e+18 1.042317793705924608e+19 7.625468416461442048e+18
3.850000000000000000e+01 2.463144565051868500e+15 2.037650768123312320e+17 8.007352703543591680e+17 5.506363612742710272e+18 1.040828621198747443e+19 7.601606890509045760e+18
3.900000000000000000e+01 2.463142342814242000e+15 2.037619961003110400e+17 8.005988309200120320e+17 5.502239201339763712e+18 1.039352133517634150e+19 7.578032513180456960e+18
3.950000000000000000e+01 2.463140120667802000e+15 2.037589164766859200e+17 8.004628113677021440e+17 5.498139678690112512e+18 1.037888088906614989e+19 7.554739023445608448e+18
4.000000000000000000e+01 2.463137898612543500e+15 2.037558379402880320e+17 8.003272078428469760e+17 5.494064648852750336e+18 1.036436252926625382e+19 7.531720363608884224e+18
4.050000000000000000e+01 2.463135676648459000e+15 2.037527604899514240e+17 8.001920165496096000e+17 5.490013726738046976e+18 1.034996398151996621e+19 7.508970670442318848e+18
4.100000000000000000e+01 2.463133454775540000e+15 2.037496841245119680e+17 8.000572337496910080e+17 5.485986537684483072e+18 1.033568303882890650e+19 7.486484266804402176e+18
4.150000000000000000e+01 2.463131232993783500e+15 2.037466088428077120e+17 7.999228557611453440e+17 5.481982717056653312e+18 1.032151755872681574e+19 7.464255653712596992e+18
4.200000000000000000e+01 2.463129011303179500e+15 2.037435346436786560e+17 7.997888789572281600e+17 5.478001909863272448e+18 1.030746546069339955e+19 7.442279502840056832e+18
4.250000000000000000e+01 2.463126789703723500e+15 2.037404615259666880e+17 7.996552997652757760e+17 5.474043770393981952e+18 1.029352472369958298e+19 7.420550649409340416e+18
4.300000000000000000e+01 2.463124568195409500e+15 2.037373894885157120e+17 7.995221146656065280e+17 5.470107961873773568e+18 1.027969338387608371e+19 7.399064085457883136e+18
4.350000000000000000e+01 2.463122346778227500e+15 2.037343185301715520e+17 7.993893201904536320e+17 5.466194156134075392e+18 1.026596953229784678e+19 7.377814953451859968e+18
4.400000000000000000e+01 2.463120125452173500e+15 2.037312486497819200e+17 7.992569129229242880e+17 5.462302033299449856e+18 1.025235131287743488e+19 7.356798540226870272e+18
4.450000000000000000e+01 2.463117904217240500e+15 2.037281798461966400e+17 7.991248894959813120e+17 5.458431281489057792e+18 1.023883692036082278e+19 7.336010271235253248e+18
4.500000000000000000e+01 2.463115683073420500e+15 2.037251121182672640e+17 7.989932465914528000e+17 5.454581596531975168e+18 1.022542459841968538e+19 7.315445705081501696e+18
4.550000000000000000e+01 2.463113462020708000e+15 2.037220454648475520e+17 7.988619809390630400e+17 5.450752681695680512e+18 1.021211263783449395e+19 7.295100528328381440e+18
4.600000000000000000e+01 2.463111241059096500e+15 2.037189798847930240e+17 7.987310893154920960e+17 5.446944247426841600e+18 1.019889937476325786e+19 7.274970550557663232e+18
4.650000000000000000e+01 2.463109020188578000e+15 2.037159153769610560e+17 7.986005685434501120e+17 5.443156011103847424e+18 1.018578318909101670e+19 7.255051699670498304e+18
4.700000000000000000e+01 2.463106799409147500e+15 2.037128519402111040e+17 7.984704154907810560e+17 5.439387696800348160e+18 1.017276250285549978e+19 7.235340017413404672e+18
4.750000000000000000e+01 2.463104578720796500e+15 2.037097895734044800e+17 7.983406270695854080e+17 5.435639035059239936e+18 1.015983577874477670e+19 7.215831655116933120e+18
4.800000000000000000e+01 2.463102358123521000e+15 2.037067282754044800e+17 7.982112002353634560e+17 5.431909762676545536e+18 1.014700151866286694e+19 7.196522869634777088e+18
4.850000000000000000e+01 2.463100137617311500e+15 2.037036680450762240e+17 7.980821319861780480e+17 5.428199622494619648e+18 1.013425826235959501e+19 7.177410019472065536e+18
4.900000000000000000e+01 2.463097917202162500e+15 2.037006088812867520e+17 7.979534193618405120e+17 5.424508363204238336e+18 1.012160458612126925e+19 7.158489561092203520e+18
4.950000000000000000e+01 2.463095696878068500e+15 2.036975507829050560e+17 7.978250594431123200e+17 5.420835739155059712e+18 1.010903910151882752e+19 7.139758045392353280e+18
5.000000000000000000e+01 2.463093476645020500e+15 2.036944937488021120e+17 7.976970493509280000e+17 5.417181510174049280e+18 1.009656045421049446e+19 7.121212114338341888e+18
5.050000000000000000e+01 2.463091256503013000e+15 2.036914377778505280e+17 7.975693862456349440e+17 5.413545441391474688e+18 1.008416732279601971e+19 7.102848497750270976e+18
5.100000000000000000e+01 2.463089036452040000e+15 2.036883828689250560e+17 7.974420673262513920e+17 5.409927303074023424e+18 1.007185841771981414e+19 7.084664010230750208e+18
5.150000000000000000e+01 2.463086816492094000e+15 2.036853290209022400e+17 7.973150898297427200e+17 5.406326870464774144e+18 1.005963248022048563e+19 7.066655548228117504e+18
5.200000000000000000e+01 2.463084596623168000e+15 2.036822762326606400e+17 7.971884510303118080e+17 5.402743923629595648e+18 1.004748828132440269e+19 7.048820087227529216e+18
5.250000000000000000e+01 2.463082376845257000e+15 2.036792245030802880e+17 7.970621482387088640e+17 5.399178247309714432e+18 1.003542462088099226e+19 7.031154679063200768e+18
5.300000000000000000e+01 2.463080157158352000e+15 2.036761738310436480e+17 7.969361788015553280e+17 5.395629630780108800e+18 1.002344032663775437e+19 7.013656449345527808e+18
5.350000000000000000e+01 2.463077937562448500e+15 2.036731242154347840e+17 7.968105401006846720e+17 5.392097867713484800e+18 1.001153425335297638e+19 6.996322594997179392e+18
5.400000000000000000e+01 2.463075718057538000e+15 2.036700756551395520e+17 7.966852295524956160e+17 5.388582756049519616e+18 9.999705281944279040e+18 6.979150381892587520e+18
5.450000000000000000e+01 2.463073498643615500e+15 2.036670281490458560e+17 7.965602446073245440e+17 5.385084097869174784e+18 9.987952318671249408e+18 6.962137142595633152e+18
5.500000000000000000e+01 2.463071279320673000e+15 2.036639816960432000e+17 7.964355827488270080e+17 5.381601699273778176e+18 9.976274294350546944e+18 6.945280274190596096e+18
5.550000000000000000e+01 2.463069060088704500e+15 2.036609362950233920e+17 7.963112414933768960e+17 5.378135370268719104e+18 9.964670163601831936e+18 6.928577236201754624e+18
5.600000000000000000e+01 2.463066840947703500e+15 2.036578919448796160e+17 7.961872183894784000e+17 5.374684924651482112e+18 9.953138904123162624e+18 6.912025548597256192e+18
5.650000000000000000e+01 2.463064621897662000e+15 2.036548486445071680e+17 7.960635110171900160e+17 5.371250179903857664e+18 9.941679515994343424e+18 6.895622789873168384e+18
5.700000000000000000e+01 2.463062402938575500e+15 2.036518063928031040e+17 7.959401169875617280e+17 5.367830957088121856e+18 9.930291021007046656e+18 6.879366595213795328e+18
5.750000000000000000e+01 2.463060184070436000e+15 2.036487651886664000e+17 7.958170339420874240e+17 5.364427080747014144e+18 9.918972462020345856e+18 6.863254654724664320e+18
5.800000000000000000e+01 2.463057965293237000e+15 2.036457250309978240e+17 7.956942595521630720e+17 5.361038378807337984e+18 9.907722902340562944e+18 6.847284711734642688e+18
5.850000000000000000e+01 2.463055746606972000e+15 2.036426859187000000e+17 7.955717915185658880e+17 5.357664682487022592e+18 9.896541425124302848e+18 6.831454561164022784e+18
5.900000000000000000e+01 2.463053528011634500e+15 2.036396478506773120e+17 7.954496275709361920e+17 5.354305826205506560e+18 9.885427132803608576e+18 6.815762047955401728e+18
5.950000000000000000e+01 2.463051309507216500e+15 2.036366108258361280e+17 7.953277654672760320e+17 5.350961647497261056e+18 9.874379146532245504e+18 6.800205065564486656e+18
6.000000000000000000e+01 2.463049091093714000e+15 2.036335748430843840e+17 7.952062029934585600e+17 5.347631986928374784e+18 9.863396605652213760e+18 6.784781554508088320e+18
6.050000000000000000e+01 2.463046872771118000e+15 2.036305399013320960e+17 7.950849379627434240e+17 5.344316688016014336e+18 9.852478667179505664e+18 6.769489500966631424e+18
6.100000000000000000e+01 2.463044654539422000e+15 2.036275059994910080e+17 7.949639682153089280e+17 5.341015597150663680e+18 9.841624505308401664e+18 6.754326935438773248e+18
6.150000000000000000e+01 2.463042436398621500e+15 2.036244731364745280e+17 7.948432916177904640e+17 5.337728563521033216e+18 9.830833310933325824e+18 6.739291931445757952e+18
6.200000000000000000e+01 2.463040218348708000e+15 2.036214413111981760e+17 7.947229060628295680e+17 5.334455439041494016e+18 9.820104291187654656e+18 6.724382604283304960e+18
6.250000000000000000e+01 2.463038000389674000e+15 2.036184105225789120e+17 7.946028094686324480e+17 5.331196078281967616e+18 9.809436668998674432e+18 6.709597109818917888e+18
6.300000000000000000e+01 2.463035782521515000e+15 2.036153807695358400e+17 7.944829997785396480e+17 5.327950338400149504e+18 9.798829682658004992e+18 6.694933643332632576e+18
6.350000000000000000e+01 2.463033564744223500e+15 2.036123520509896640e+17 7.943634749606026240e+17 5.324718079075983360e+18 9.788282585406883840e+18 6.680390438399313920e+18
6.400000000000000000e+01 2.463031347057792500e+15 2.036093243658628480e+17 7.942442330071696640e+17 5.321499162448265216e+18 9.777794645035595776e+18 6.665965765810694144e+18
6.450000000000000000e+01 2.463029129462216000e+15 2.036062977130797760e+17 7.941252719344823040e+17 5.318293453053345792e+18 9.767365143496599552e+18 6.651657932535462912e+18
6.500000000000000000e+01 2.463026911957486500e+15 2.036032720915666240e+17 7.940065897822787840e+17 5.315100817765785600e+18 9.756993376530632704e+18 6.637465280715784192e+18
6.550000000000000000e+01 2.463024694543598000e+15 2.036002475002512640e+17 7.938881846134050560e+17 5.311921125740932096e+18 9.746678653305384960e+18 6.623386186698703872e+18
6.600000000000000000e+01 2.463022477220543500e+15 2.035972239380633280e+17 7.937700545134364160e+17 5.308754248359322624e+18 9.736420296066160640e+18 6.609419060100989952e+18
6.650000000000000000e+01 2.463020259988316500e+15 2.035942014039342400e+17 7.936521975903037440e+17 5.305600059172833280e+18 9.726217639798075392e+18 6.595562342905998336e+18
6.700000000000000000e+01 2.463018042846910500e+15 2.035911798967973120e+17 7.935346119739311360e+17 5.302458433852538880e+18 9.716070031899324416e+18 6.581814508591261696e+18
6.750000000000000000e+01 2.463015825796318500e+15 2.035881594155875200e+17 7.934172958158769920e+17 5.299329250138171392e+18 9.705976831865057280e+18 6.568174061285548032e+18
6.800000000000000000e+01 2.463013608836533500e+15 2.035851399592415360e+17 7.933002472889863680e+17 5.296212387789159424e+18 9.695937410981484544e+18 6.554639534954141696e+18
6.850000000000000000e+01 2.463011391967551000e+15 2.035821215266979200e+17 7.931834645870481920e+17 5.293107728537165824e+18 9.685951152029777920e+18 6.541209492611273728e+18
6.900000000000000000e+01 2.463009175189361000e+15 2.035791041168969600e+17 7.930669459244590080e+17 5.290015156040068096e+18 9.676017448999409664e+18 6.527882525558565888e+18
6.950000000000000000e+01 2.463006958501960500e+15 2.035760877287806720e+17 7.929506895358949120e+17 5.286934555837326336e+18 9.666135706810505216e+18 6.514657252648472576e+18
7.000000000000000000e+01 2.463004741905339500e+15 2.035730723612928320e+17 7.928346936759906560e+17 5.283865815306704896e+18 9.656305341045000192e+18 6.501532319571708928e+18
7.050000000000000000e+01 2.463002525399493500e+15 2.035700580133789440e+17 7.927189566190225920e+17 5.280808823622275072e+18 9.646525777686093824e+18 6.488506398167770112e+18
7.100000000000000000e+01 2.463000308984414500e+15 2.035670446839862080e+17 7.926034766586010880e+17 5.277763471713662976e+18 9.636796452865808384e+18 6.475578185757583360e+18
7.150000000000000000e+01 2.462998092660097500e+15 2.035640323720636800e+17 7.924882521073665280e+17 5.274729652226497536e+18 9.627116812620314624e+18 6.462746404497477632e+18
7.200000000000000000e+01 2.462995876426535000e+15 2.035610210765620800e+17 7.923732812966927360e+17 5.271707259484007424e+18 9.617486312652716032e+18 6.450009800753637376e+18
7.250000000000000000e+01 2.462993660283719500e+15 2.035580107964338880e+17 7.922585625763964160e+17 5.268696189449746432e+18 9.607904418103040000e+18 6.437367144496259072e+18
7.300000000000000000e+01 2.462991444231646000e+15 2.035550015306333120e+17 7.921440943144515840e+17 5.265696339691369472e+18 9.598370603325147136e+18 6.424817228712644608e+18
7.350000000000000000e+01 2.462989228270307000e+15 2.035519932781161280e+17 7.920298748967093760e+17 5.262707609345473536e+18 9.588884351670343680e+18 6.412358868838566912e+18
7.400000000000000000e+01 2.462987012399694500e+15 2.035489860378401280e+17 7.919159027266254080e+17 5.259729899083409408e+18 9.579445155277404160e+18 6.399990902207156224e+18
7.450000000000000000e+01 2.462984796619804500e+15 2.035459798087645760e+17 7.918021762249891840e+17 5.256763111078080512e+18 9.570052514868807680e+18 6.387712187514726400e+18
7.500000000000000000e+01 2.462982580930629000e+15 2.035429745898504960e+17 7.916886938296623360e+17 5.253807148971659264e+18 9.560705939552970752e+18 6.375521604302842880e+18
7.550000000000000000e+01 2.462980365332161000e+15 2.035399703800607040e+17 7.915754539953184000e+17 5.250861917844212736e+18 9.551404946632228864e+18 6.363418052456117248e+18
7.600000000000000000e+01 2.462978149824395000e+15 2.035369671783597440e+17 7.914624551931907840e+17 5.247927324183180288e+18 9.542149061416374272e+18 6.351400451715065856e+18
7.650000000000000000e+01 2.462975934407323000e+15 2.035339649837136320e+17 7.913496959108232960e+17 5.245003275853725696e+18 9.532937817041608704e+18 6.339467741203568640e+18
7.700000000000000000e+01 2.462973719080940000e+15 2.035309637950903680e+17 7.912371746518270720e+17 5.242089682069841920e+18 9.523770754294630400e+18 6.327618878970347520e+18
7.750000000000000000e+01 2.462971503845237500e+15 2.035279636114595200e+17 7.911248899356403200e+17 5.239186453366302720e+18 9.514647421441740800e+18 6.315852841543988224e+18
7.800000000000000000e+01 2.462969288700210000e+15 2.035249644317922560e+17 7.910128402972948480e+17 5.236293501571332096e+18 9.505567374062790656e+18 6.304168623501016064e+18
7.850000000000000000e+01 2.462967073645850500e+15 2.035219662550616000e+17 7.909010242871852800e+17 5.233410739780013056e+18 9.496530174889764864e+18 6.292565237046573056e+18
7.900000000000000000e+01 2.462964858682153000e+15 2.035189690802421440e+17 7.907894404708431360e+17 5.230538082328410112e+18 9.487535393649913856e+18 6.281041711607234560e+18
7.950000000000000000e+01 2.462962643809110000e+15 2.035159729063103040e+17 7.906780874287155200e+17 5.227675444768377856e+18 9.478582606913196032e+18 6.269597093435567104e+18
8.000000000000000000e+01 2.462960429026715500e+15 2.035129777322439360e+17 7.905669637559480320e+17 5.224822743843023872e+18 9.469671397943949312e+18 6.258230445226007552e+18
8.050000000000000000e+01 2.462958214334963000e+15 2.035099835570227520e+17 7.904560680621696000e+17 5.221979897462828032e+18 9.460801356556636160e+18 6.246940845741668352e+18
8.100000000000000000e+01 2.462955999733845500e+15 2.035069903796280640e+17 7.903453989712862720e+17 5.219146824682364928e+18 9.451972078975488000e+18 6.235727389451707392e+18
8.150000000000000000e+01 2.462953785223355500e+15 2.035039981990429760e+17 7.902349551212721920e+17 5.216323445677634560e+18 9.443183167697983488e+18 6.224589186178903040e+18
8.200000000000000000e+01 2.462951570803488000e+15 2.035010070142520960e+17 7.901247351639699200e+17 5.213509681723980800e+18 9.434434231361990656e+18 6.213525360757054464e+18
8.250000000000000000e+01 2.462949356474235500e+15 2.034980168242416640e+17 7.900147377648922880e+17 5.210705455174569984e+18 9.425724884616476672e+18 6.202535052697950208e+18
