# PWV uflux gflux rflux iflux zflux yflux
8.500000000000000000e+00 3.771733658355356160e+17 8.816710010261329920e+18 2.174187290071009280e+19 6.029613613238390784e+19 7.235363525913423053e+19 4.525898676740458906e+19
9.000000000000000000e+00 3.771732428473182080e+17 8.816574325524946944e+18 2.173801280093940531e+19 6.023466257343504384e+19 7.218456872702589338e+19 4.493807569260253184e+19
9.500000000000000000e+00 3.771731198640776960e+17 8.816438690991778816e+18 2.173416882443808768e+19 6.017425103277451674e+19 7.201997109096448000e+19 4.462903725832314880e+19
1.000000000000000000e+01 3.771729968858139520e+17 8.816303106605826048e+18 2.173034076816963584e+19 6.011484470083855155e+19 7.185955602670419968e+19 4.433097664364373606e+19
1.050000000000000000e+01 3.771728739125264000e+17 8.816167572311194624e+18 2.172652843318692250e+19 6.005639183168434995e+19 7.170306616753073357e+19 4.404310315414233088e+19
1.100000000000000000e+01 3.771727509442148480e+17 8.816032088052081664e+18 2.172273162452626227e+19 5.999884513994199040e+19 7.155026917499219149e+19 4.376471398469787648e+19
1.150000000000000000e+01 3.771726279808788480e+17 8.815896653772787712e+18 2.171895015110469222e+19 5.994216128428712755e+19 7.140095446679407821e+19 4.349518111719887667e+19
1.200000000000000000e+01 3.771725050225180160e+17 8.815761269417702400e+18 2.171518382562036531e+19 5.988630042336819610e+19 7.125493047313051648e+19 4.323394063943974093e+19
1.250000000000000000e+01 3.771723820691319680e+17 8.815625934931325952e+18 2.171143246445578650e+19 5.983122583261155328e+19 7.111202232133224858e+19 4.298048395687763968e+19
1.300000000000000000e+01 3.771722591207205120e+17 8.815490650258236416e+18 2.170769588758404301e+19 5.977690357235183616e+19 7.097206987024964813e+19 4.273435050067119309e+19
1.350000000000000000e+01 3.771721361772830080e+17 8.815355415343125504e+18 2.170397391847773798e+19 5.972330219938116403e+19 7.083492603217546445e+19 4.249512163051016192e+19
1.400000000000000000e+01 3.771720132388192000e+17 8.815220230130769920e+18 2.170026638402064794e+19 5.967039251535417344e+19 7.070045533269710438e+19 4.226241550035018547e+19
1.450000000000000000e+01 3.771718903053289600e+17 8.815085094566048768e+18 2.169657311442195661e+19 5.961814734658522317e+19 7.056853266862000538e+19 4.203588270678751642e+19
1.500000000000000000e+01 3.771717673768113920e+17 8.814950008593935360e+18 2.169289394313301606e+19 5.956654135067483341e+19 7.043904223172133683e+19 4.181520257855017779e+19
1.550000000000000000e+01 3.771716444532667520e+17 8.814814972159493120e+18 2.168922870676655718e+19 5.951555084614268518e+19 7.031187657208820531e+19 4.160007999498416128e+19
1.600000000000000000e+01 3.771715215346942080e+17 8.814679985207887872e+18 2.168557724501820621e+19 5.946515366185582592e+19 7.018693577954641510e+19 4.139024264395459789e+19
1.650000000000000000e+01 3.771713986210934400e+17 8.814545047684379648e+18 2.168193940059034419e+19 5.941532900354432205e+19 7.006412676547857613e+19 4.118543864703255347e+19
1.700000000000000000e+01 3.771712757124643200e+17 8.814410159534323712e+18 2.167831501911814963e+19 5.936605733511533363e+19 6.994336263037295821e+19 4.098543449346310144e+19
1.750000000000000000e+01 3.771711528088064000e+17 8.814275320703165440e+18 2.167470394909773824e+19 5.931732027282350899e+19 6.982456210490472038e+19 4.079001323514186957e+19
1.800000000000000000e+01 3.771710299101191040e+17 8.814140531136448512e+18 2.167110604181644083e+19 5.926910049064578253e+19 6.970764905434698547e+19 4.059897290334080205e+19
1.850000000000000000e+01 3.771709070164023040e+17 8.814005790779812864e+18 2.166752115128504320e+19 5.922138163544967578e+19 6.959255203774078157e+19 4.041212511472993894e+19
1.900000000000000000e+01 3.771707841276555520e+17 8.813871099578988544e+18 2.166394913417195110e+19 5.917414825074830541e+19 6.947920391458968371e+19 4.022929383971816243e+19
1.950000000000000000e+01 3.771706612438785280e+17 8.813736457479802880e+18 2.166038984973926400e+19 5.912738570800461414e+19 6.936754149294967194e+19 4.005031431057052467e+19
