# PWV uflux gflux rflux iflux zflux yflux
1.150000000000000000e+01 9.638599905399853056e+18 2.301428676090815447e+20 4.370513440405567570e+20 4.285705618229679227e+20 3.209524289270943580e+20 1.554618491163280671e+20
1.200000000000000000e+01 9.638597157759270912e+18 2.301395970090134077e+20 4.369821944224276808e+20 4.281457374966202368e+20 3.203468293008048128e+20 1.545109847993023857e+20
1.250000000000000000e+01 9.638594410227916800e+18 2.301363276526256128e+20 4.369132859027910820e+20 4.277269531787920671e+20 3.197540355262684856e+20 1.535886227115296358e+20
1.300000000000000000e+01 9.638591662805786624e+18 2.301330595384865260e+20 4.368446158958276772e+20 4.273139518029071647e+20 3.191733888829985260e+20 1.526930719681325957e+20
1.350000000000000000e+01 9.638588915492861952e+18 2.301297926651674624e+20 4.367761818625746534e+20 4.269064948561924588e+20 3.186042843329557299e+20 1.518227959820722504e+20
1.400000000000000000e+01 9.638586168289140736e+18 2.301265270312420639e+20 4.367079813097839002e+20 4.265043605518758052e+20 3.180461646067645809e+20 1.509763935227998044e+20
1.450000000000000000e+01 9.638583421194614784e+18 2.301232626352865608e+20 4.366400117888103875e+20 4.261073422223265628e+20 3.174985151015321600e+20 1.501525826692527882e+20
1.500000000000000000e+01 9.638580674209273856e+18 2.301199994758796739e+20 4.365722708945356063e+20 4.257152469023454659e+20 3.169608594584755241e+20 1.493501871326459986e+20
1.550000000000000000e+01 9.638577927333111808e+18 2.301167375516026798e+20 4.365047562643196477e+20 4.253278940765573612e+20 3.164327557130065019e+20 1.485681245337058345e+20
1.600000000000000000e+01 9.638575180566120448e+18 2.301134768610395095e+20 4.364374655769846088e+20 4.249451145688385454e+20 3.159137929293215826e+20 1.478053963026636800e+20
1.650000000000000000e+01 9.638572433908289536e+18 2.301102174027763220e+20 4.363703965518274232e+20 4.245667495550129930e+20 3.154035882470212895e+20 1.470610789350645760e+20
1.700000000000000000e+01 9.638569687359617024e+18 2.301069591754019308e+20 4.363035469476597596e+20 4.241926496828338340e+20 3.149017842797217710e+20 1.463343163869712548e+20
1.750000000000000000e+01 9.638566940920090624e+18 2.301037021775078359e+20 4.362369145618761646e+20 4.238226742855835976e+20 3.144080468156705669e+20 1.456243134329173606e+20
1.800000000000000000e+01 9.638564194589696000e+18 2.301004464076876349e+20 4.361704972295479624e+20 4.234566906775891476e+20 3.139220627785473720e+20 1.449303298415043379e+20
1.850000000000000000e+01 9.638561448368439296e+18 2.300971918645376778e+20 4.361042928225434337e+20 4.230945735215980216e+20 3.134435384132958945e+20 1.442516752487387791e+20
1.900000000000000000e+01 9.638558702256297984e+18 2.300939385466569359e+20 4.360382992486723748e+20 4.227362042593540178e+20 3.129721976673159086e+20 1.435877046294776873e+20
1.950000000000000000e+01 9.638555956253272064e+18 2.300906864526464778e+20 4.359725144508548383e+20 4.223814705978958807e+20 3.125077807418557727e+20 1.429378142837583708e+20
