# PWV uflux gflux rflux iflux zflux yflux
9.000000000000000000e+00 3.237536945302958490e+19 5.316450514082349711e+20 7.946772034049390674e+20 7.031973381987464643e+20 4.972847342213707203e+20 2.365431788438353019e+20
9.500000000000000000e+00 3.237536079806057267e+19 5.316372826203861156e+20 7.945487160336496722e+20 7.024453920933526897e+20 4.962475849794390589e+20 2.348810264760430428e+20
1.000000000000000000e+01 3.237535214344110899e+19 5.316295169554802278e+20 7.944206874780928573e+20 7.017059963863870996e+20 4.952365414907739505e+20 2.332782870009119703e+20
1.050000000000000000e+01 3.237534348917120205e+19 5.316217544098044969e+20 7.942931127183832515e+20 7.009785191616135823e+20 4.942499974148079616e+20 2.317306670856693678e+20
1.100000000000000000e+01 3.237533483525081498e+19 5.316139949796522721e+20 7.941659868273521459e+20 7.002623814371225108e+20 4.932865023531191501e+20 2.302343521052412805e+20
1.150000000000000000e+01 3.237532618167990682e+19 5.316062386613239808e+20 7.940393049682470502e+20 6.995570512558733394e+20 4.923447415262232576e+20 2.287859345629150904e+20
1.200000000000000000e+01 3.237531752845845709e+19 5.315984854511262106e+20 7.939130623925013709e+20 6.988620385673150464e+20 4.914235187199978373e+20 2.273823557742823342e+20
1.250000000000000000e+01 3.237530887558645760e+19 5.315907353453728891e+20 7.937872544375660872e+20 6.981768907803273462e+20 4.905217418848380518e+20 2.260208579133784064e+20
1.300000000000000000e+01 3.237530022306386330e+19 5.315829883403843011e+20 7.936618765248085361e+20 6.975011888875242783e+20 4.896384109027580969e+20 2.246989442448772628e+20
1.350000000000000000e+01 3.237529157089064550e+19 5.315752444324872847e+20 7.935369241574689997e+20 6.968345440772491837e+20 4.887726071383189094e+20 2.234143458890493788e+20
1.400000000000000000e+01 3.237528291906679194e+19 5.315675036180154286e+20 7.934123929186787656e+20 6.961765947630556283e+20 4.879234844666872463e+20 2.221649938486746153e+20
1.450000000000000000e+01 3.237527426759227392e+19 5.315597658933088092e+20 7.932882784695350723e+20 6.955270039715960586e+20 4.870902615321922109e+20 2.209489953105705042e+20
1.500000000000000000e+01 3.237526561646704230e+19 5.315520312547143188e+20 7.931645765472295322e+20 6.948854570390838313e+20 4.862722150377170534e+20 2.197646134470263767e+20
1.550000000000000000e+01 3.237525696569110528e+19 5.315442996985856000e+20 7.930412829632343572e+20 6.942516595741699604e+20 4.854686739022656963e+20 2.186102501036999311e+20
1.600000000000000000e+01 3.237524831526441779e+19 5.315365712212825866e+20 7.929183936015362949e+20 6.936253356514812887e+20 4.846790141534070374e+20 2.174844308841137111e+20
1.650000000000000000e+01 3.237523966518695526e+19 5.315288458191713075e+20 7.927959044169237791e+20 6.930062262054160957e+20 4.839026544447374623e+20 2.163857922364979937e+20
1.700000000000000000e+01 3.237523101545869312e+19 5.315211234886254592e+20 7.926738114333216604e+20 6.923940875982714962e+20 4.831390521073467392e+20 2.153130702233517097e+20
1.750000000000000000e+01 3.237522236607960678e+19 5.315134042260243743e+20 7.925521107421727293e+20 6.917886903405386138e+20 4.823876996594905252e+20 2.142650907128315249e+20
1.800000000000000000e+01 3.237521371704965939e+19 5.315056880277542011e+20 7.924307985008662938e+20 6.911898179443759514e+20 4.816481217110535700e+20 2.132407607776645284e+20
1.850000000000000000e+01 3.237520506836883456e+19 5.314979748902078382e+20 7.923098709312100106e+20 6.905972658939303035e+20 4.809198722094911324e+20 2.122390611245005537e+20
1.900000000000000000e+01 3.237519642003711181e+19 5.314902648097842135e+20 7.921893243179443159e+20 6.900108407184472146e+20 4.802025319822411694e+20 2.112590394065587732e+20
1.950000000000000000e+01 3.237518777205445018e+19 5.314825577828890706e+20 7.920691550072989286e+20 6.894303591560232305e+20 4.794957065374481777e+20 2.102998042966575022e+20
